age,income,cibil,loan,existing_emi,tenure,property_age,property_value,foir,ltv,loan_to_income,employment_type,city_type,approved
57,28522,806,7037738,12465,28,16,8277940,2.3647,0.8502,20.5623,salaried,non_metro,1
42,146413,847,6302646,25152,12,13,7678611,0.6496,0.8208,3.5873,salaried,metro,1
39,40576,762,7425846,4627,21,20,9769092,1.6737,0.7601,15.2509,self_employed,metro,1
25,208622,801,7442926,16393,22,4,9728320,0.3777,0.7651,2.9731,salaried,non_metro,1
33,237296,807,5027882,10025,21,27,6650473,0.2228,0.756,1.7657,self_employed,non_metro,1
49,81477,614,6069133,33065,23,18,9016223,1.0212,0.6731,6.2074,salaried,metro,0
64,106747,673,3506539,1544,14,21,9227445,0.3495,0.38,2.7374,salaried,metro,1
50,184139,800,4583557,4917,14,2,9582877,0.2806,0.4783,2.0743,self_employed,metro,1
51,141512,683,7056387,12787,25,3,7858338,0.4919,0.8979,4.1554,salaried,non_metro,0
62,123740,647,6938861,37972,28,18,7752444,0.745,0.8951,4.673,salaried,metro,1
53,95370,786,485470,22327,9,9,8951205,0.3017,0.0542,0.4242,salaried,metro,1
55,29106,799,7849279,1510,29,3,9758808,2.1413,0.8043,22.4733,salaried,non_metro,0
26,35632,625,3484893,26694,23,19,5632341,1.5571,0.6187,8.1502,salaried,metro,0
29,246817,792,6323399,38982,28,17,6755818,0.3581,0.936,2.135,salaried,metro,1
30,46196,635,6943807,28592,19,0,9262476,1.9499,0.7497,12.526,salaried,non_metro,1
61,165831,765,2534241,28536,22,7,9246434,0.3002,0.2741,1.2735,salaried,non_metro,1
38,222537,647,4927848,35236,28,11,5819497,0.3313,0.8468,1.8453,salaried,non_metro,1
60,74140,800,5992523,39541,28,0,7466473,1.1648,0.8026,6.7356,self_employed,non_metro,0
21,94827,627,7917429,16711,11,22,8743416,1.152,0.9055,6.9578,salaried,non_metro,1
62,77774,714,7550351,5716,8,14,7871272,1.4707,0.9592,8.0901,salaried,non_metro,0
61,105600,648,2972477,5668,7,9,9158476,0.4994,0.3246,2.3457,self_employed,metro,1
52,112415,734,6899357,38202,7,16,7933218,1.3118,0.8697,5.1145,self_employed,metro,1
48,212268,641,516938,16153,6,0,3531910,0.1194,0.1464,0.2029,self_employed,non_metro,0
52,131225,650,1342715,28070,20,10,7035493,0.3027,0.1908,0.8527,self_employed,non_metro,1
28,136108,818,2420254,16158,16,7,8412993,0.2884,0.2877,1.4818,self_employed,non_metro,1
62,46378,727,6210907,10838,30,29,8935809,1.2634,0.6951,11.1599,self_employed,metro,1
21,177475,733,1970798,3174,13,21,4390569,0.1357,0.4489,0.9254,self_employed,metro,1
44,54262,714,3042455,29691,6,19,8160880,1.544,0.3728,4.6725,salaried,metro,0
27,141175,664,874096,24779,6,11,8058851,0.2856,0.1085,0.516,salaried,metro,1
35,202141,625,7132431,27644,7,8,9423296,0.6955,0.7569,2.9404,self_employed,non_metro,1
35,128502,766,4372852,8780,16,17,5047543,0.3931,0.8663,2.8358,self_employed,non_metro,1
36,162022,679,7825345,8669,25,25,8878505,0.4424,0.8814,4.0248,salaried,non_metro,0
43,200395,716,976637,3105,24,11,3071762,0.0552,0.3179,0.4061,salaried,non_metro,1
48,127814,801,2839632,5581,10,0,4813697,0.3191,0.5899,1.8514,salaried,non_metro,1
42,203025,706,6027878,8015,21,12,7385673,0.2925,0.8162,2.4742,salaried,metro,1
39,199091,785,1288960,32357,11,29,7580706,0.2382,0.17,0.5395,self_employed,non_metro,1
59,237378,636,5653579,38533,17,11,8052505,0.3834,0.7021,1.9847,self_employed,metro,1
54,72019,752,2367319,33008,28,16,7531780,0.7151,0.3143,2.7392,self_employed,non_metro,1
64,35077,722,2034723,8091,5,5,7009200,1.4208,0.2903,4.8339,salaried,non_metro,0
58,133719,642,4917169,159,8,2,5250363,0.5304,0.9365,3.0644,self_employed,metro,1
26,145183,843,1493507,14254,7,14,8365135,0.2611,0.1785,0.8573,self_employed,metro,0
44,60295,836,1895970,12979,29,11,8141845,0.4589,0.2329,2.6204,salaried,non_metro,0
52,69172,619,3560544,5700,24,19,6026340,0.502,0.5908,4.2895,salaried,non_metro,0
51,112832,732,7407342,25513,30,29,7768862,0.7309,0.9535,5.4708,self_employed,non_metro,0
38,47023,635,918604,2049,24,29,9255080,0.2028,0.0993,1.6279,salaried,metro,1
56,56748,839,4065955,39046,19,6,8001632,1.3225,0.5081,5.9708,self_employed,metro,1
46,140065,830,4869060,16351,7,2,6070576,0.6673,0.8021,2.8969,salaried,metro,1
61,151585,667,7956475,24530,20,6,9031677,0.6173,0.881,4.374,self_employed,non_metro,0
22,143208,705,6798242,22093,27,11,6835221,0.5285,0.9946,3.9559,salaried,non_metro,0
60,208912,640,3074404,1782,21,22,6746661,0.1339,0.4557,1.2264,self_employed,metro,0
22,100535,734,956938,35725,9,1,5827270,0.4817,0.1642,0.7932,self_employed,metro,1
50,85677,832,532138,20370,30,15,6141506,0.2855,0.0866,0.5176,self_employed,metro,1
39,54939,798,304139,9253,15,22,9826125,0.2229,0.031,0.4613,self_employed,metro,1
57,107652,697,5159223,28132,27,22,5528648,0.6392,0.9332,3.9938,salaried,metro,0
47,190548,616,5998718,38762,20,29,9740488,0.4766,0.6159,2.6235,salaried,metro,1
24,70859,751,4451466,13208,21,27,7352021,0.7218,0.6055,5.2351,salaried,metro,1
51,59903,807,3944958,13506,11,2,5817044,0.9951,0.6782,5.488,self_employed,non_metro,0
22,212718,841,7606192,25685,5,13,8284523,0.8544,0.9181,2.9798,salaried,non_metro,1
64,47127,828,5460050,4004,11,7,9681348,1.4389,0.564,9.6549,salaried,non_metro,1
64,112018,681,370616,21512,30,27,9262150,0.2175,0.04,0.2757,salaried,non_metro,0
53,91237,628,6545591,27447,8,2,8301556,1.3334,0.7885,5.9786,self_employed,non_metro,1
23,166605,761,2163512,11660,17,20,3864695,0.1905,0.5598,1.0822,self_employed,metro,1
25,149004,816,1506056,16278,8,27,9854735,0.2547,0.1528,0.8423,self_employed,non_metro,1
38,179999,790,6040704,32523,12,0,7508880,0.5532,0.8045,2.7966,self_employed,metro,0
48,178761,823,5723611,9206,15,0,7683537,0.3668,0.7449,2.6682,salaried,metro,1
47,86380,816,4974064,35339,28,19,9570364,0.859,0.5197,4.7986,self_employed,metro,1
23,200495,741,1081779,7042,21,24,9501011,0.0811,0.1139,0.4496,salaried,non_metro,1
41,212079,657,5796498,18388,26,15,8501424,0.3044,0.6818,2.2776,salaried,metro,1
43,120144,780,6276766,16346,28,15,8570980,0.5442,0.7323,4.3536,self_employed,non_metro,1
27,145046,827,5578972,35500,24,23,9886261,0.5583,0.5643,3.2053,self_employed,non_metro,1
31,69595,655,1979171,25442,25,12,8308419,0.5946,0.2382,2.3699,self_employed,metro,0
37,137831,621,6278924,34709,25,6,9382996,0.6186,0.6692,3.7963,salaried,metro,0
43,150913,776,971210,29383,27,23,4122613,0.2454,0.2356,0.5363,salaried,non_metro,1
46,187203,721,1609412,24731,16,30,3631763,0.2142,0.4431,0.7164,salaried,non_metro,1
46,186282,687,6561628,32069,19,10,7901161,0.484,0.8305,2.9353,salaried,non_metro,1
58,235835,836,5642092,3433,25,22,6179203,0.2072,0.9131,1.9937,self_employed,non_metro,1
44,34818,703,5683450,38885,5,11,7492826,4.4658,0.7585,13.6028,salaried,metro,0
58,235403,704,4471441,26266,21,30,7137992,0.2735,0.6264,1.5829,salaried,non_metro,1
53,178931,834,6157096,15458,27,4,8210358,0.3577,0.7499,2.8675,salaried,non_metro,1
53,21687,653,2839950,21889,5,24,8689767,3.696,0.3268,10.9126,salaried,metro,1
63,76814,663,5961210,3902,13,29,7904606,0.8743,0.7541,6.4671,self_employed,non_metro,1
34,44773,783,7661733,8498,7,3,8495183,2.8998,0.9019,14.2603,self_employed,non_metro,1
61,213556,683,2307490,14632,7,1,4489141,0.2396,0.514,0.9004,salaried,metro,1
65,221114,703,3361496,18692,19,5,8836387,0.2191,0.3804,1.2669,salaried,metro,1
35,188479,803,2458158,2652,13,20,9825446,0.1525,0.2502,1.0868,salaried,metro,1
54,235080,656,6827397,26204,7,6,8511576,0.5714,0.8021,2.4202,salaried,non_metro,1
22,36972,629,5151562,14579,11,10,9593004,2.0227,0.537,11.6114,self_employed,metro,0
58,131222,807,3368039,12043,28,26,9405663,0.2923,0.3581,2.1389,salaried,metro,1
57,113455,759,5615783,11935,16,1,6104342,0.5776,0.92,4.1248,salaried,non_metro,0
45,98681,628,570086,20190,8,6,1333716,0.2877,0.4274,0.4814,salaried,non_metro,1
49,57183,702,3489899,8636,27,4,6848461,0.6322,0.5096,5.0859,self_employed,non_metro,1
35,32990,708,316441,16594,5,25,9024765,0.6998,0.0351,0.7993,self_employed,non_metro,0
59,218720,769,4660339,7470,27,29,5647728,0.2021,0.8252,1.7756,salaried,non_metro,1
47,187551,782,1820281,10524,11,9,7177436,0.1695,0.2536,0.8088,salaried,metro,1
54,182041,673,6854256,10911,10,10,7967621,0.5268,0.8603,3.1377,self_employed,non_metro,0
53,191049,648,2490734,22667,24,18,4601061,0.2249,0.5413,1.0864,salaried,non_metro,1
57,21701,761,2705074,17667,11,23,9809642,2.2708,0.2758,10.3877,salaried,non_metro,1
28,66274,741,5256228,5274,25,5,9211244,0.7182,0.5706,6.6092,self_employed,metro,1
65,57320,790,4436839,7263,29,2,6858628,0.7264,0.6469,6.4504,salaried,metro,1
29,126660,849,6986921,24803,11,19,9471718,0.8405,0.7377,4.5969,self_employed,non_metro,0
32,110247,843,2794399,8131,13,18,7724587,0.3427,0.3618,2.1122,self_employed,metro,0
35,195092,770,898715,24840,11,26,3603484,0.1812,0.2494,0.3839,salaried,non_metro,1
35,183983,603,7913912,22955,20,16,9492613,0.4981,0.8337,3.5845,self_employed,metro,1
52,141558,817,5850085,23704,15,1,8602378,0.5744,0.6801,3.4439,self_employed,non_metro,1
51,139570,676,1685889,2543,26,23,6268091,0.1144,0.269,1.0066,salaried,metro,1
41,183832,678,7762871,27740,23,30,8965058,0.4997,0.8659,3.519,salaried,metro,0
48,205014,813,4414128,37643,28,28,7007017,0.3518,0.63,1.7942,self_employed,non_metro,0
24,61345,763,4274621,10052,13,26,8589983,0.9033,0.4976,5.8068,self_employed,metro,1
54,209313,781,4106965,26900,12,6,9635687,0.3463,0.4262,1.6351,self_employed,non_metro,1
44,152853,832,7868299,37650,23,26,7872202,0.6716,0.9995,4.2897,self_employed,metro,0
28,47125,708,549281,17234,22,19,9645481,0.4634,0.0569,0.9713,self_employed,non_metro,1
65,54717,609,1258496,28968,24,28,7776299,0.7169,0.1618,1.9167,self_employed,non_metro,1
44,117250,751,7953271,16453,16,10,8662733,0.7878,0.9181,5.6526,self_employed,metro,1
26,180153,700,7940370,23433,17,22,8017410,0.5392,0.9904,3.673,salaried,metro,1
29,135733,696,2769765,30802,11,3,8163822,0.4654,0.3393,1.7005,self_employed,metro,0
48,135230,695,4556458,7738,13,18,4861885,0.4148,0.9372,2.8078,self_employed,metro,0
39,160824,765,552889,15805,12,11,4506498,0.1364,0.1227,0.2865,self_employed,non_metro,1
63,102545,613,7213059,1475,22,29,7902114,0.6041,0.9128,5.8617,salaried,metro,0
52,32887,772,5058968,5528,10,7,8111292,2.0753,0.6237,12.8191,salaried,non_metro,1
51,240214,604,1613232,16596,29,27,4333526,0.1211,0.3723,0.5597,self_employed,non_metro,1
22,178464,718,4629852,16905,30,5,8957578,0.2942,0.5169,2.1619,salaried,non_metro,1
22,227981,813,6563146,11493,6,13,8795374,0.5622,0.7462,2.399,self_employed,non_metro,1
53,248252,603,7647898,2811,14,24,8586453,0.3255,0.8907,2.5672,self_employed,metro,1
38,90082,624,5176544,4618,10,11,6038512,0.7637,0.8573,4.7887,salaried,non_metro,0
45,130707,687,3523769,21590,28,7,7857946,0.3758,0.4484,2.2466,salaried,non_metro,1
39,196680,757,1108625,31822,9,3,8158961,0.2366,0.1359,0.4697,self_employed,metro,1
54,249080,754,7368785,23158,21,1,7459955,0.3451,0.9878,2.4653,salaried,non_metro,1
33,232093,636,5174162,20561,20,20,6424412,0.2821,0.8054,1.8578,salaried,non_metro,0
25,92466,665,3663092,10225,9,2,6666015,0.6367,0.5495,3.3013,salaried,metro,1
59,135998,657,7450635,36668,25,23,9776135,0.7108,0.7621,4.5654,self_employed,metro,0
34,108145,672,7582323,19453,9,20,8536096,1.1109,0.8883,5.8427,salaried,non_metro,0
43,138797,658,872034,24676,27,15,9144871,0.2273,0.0954,0.5236,salaried,metro,1
57,218641,744,7413931,17931,6,4,9840096,0.6849,0.7534,2.8258,self_employed,metro,0
51,20646,820,7205344,16757,5,13,9067409,7.9718,0.7946,29.0829,salaried,metro,0
59,32667,834,3643559,7298,19,30,7594992,1.211,0.4797,9.2947,salaried,non_metro,0
32,106072,730,5132004,10276,9,14,6592596,0.7394,0.7784,4.0319,self_employed,non_metro,1
62,113950,781,732958,21122,19,29,8488055,0.2423,0.0864,0.536,salaried,non_metro,1
41,124637,750,4087335,30629,22,2,9069994,0.5207,0.4506,2.7328,salaried,metro,0
63,214080,604,1790513,14623,27,4,7320709,0.1342,0.2446,0.697,salaried,metro,1
62,242686,686,7064401,21735,27,27,7213612,0.3191,0.9793,2.4258,salaried,non_metro,1
57,197330,687,4177839,3624,9,16,7195053,0.2995,0.5807,1.7643,salaried,non_metro,1
50,217965,780,4665955,23261,13,2,7605910,0.3339,0.6135,1.7839,salaried,non_metro,1
56,159420,656,519811,24047,28,30,6777770,0.1763,0.0767,0.2717,self_employed,metro,1
29,160956,701,330814,39346,25,20,1315622,0.261,0.2515,0.1713,self_employed,metro,1
43,181264,741,7933121,39434,10,2,8834366,0.7602,0.898,3.6471,self_employed,non_metro,0
60,123073,769,2206695,23487,27,29,3283123,0.3322,0.6721,1.4942,salaried,metro,1
37,241237,760,2519278,22846,22,3,8858289,0.1823,0.2844,0.8703,salaried,non_metro,1
44,185241,777,420755,5861,23,18,5103873,0.0504,0.0824,0.1893,salaried,non_metro,1
46,156989,786,693234,21962,7,11,3539927,0.2098,0.1958,0.368,salaried,non_metro,1
21,164169,794,5657803,35196,19,4,7869339,0.5195,0.719,2.8719,self_employed,non_metro,1
63,249011,726,798245,11503,8,4,7323736,0.0923,0.109,0.2671,salaried,metro,1
29,231884,799,1315866,5327,18,13,8270658,0.0744,0.1591,0.4729,self_employed,non_metro,1
58,73573,651,2304510,8404,29,3,4516160,0.3569,0.5103,2.6102,self_employed,non_metro,0
62,105543,850,5788769,17978,19,23,6052873,0.656,0.9564,4.5706,self_employed,non_metro,1
61,78033,734,6055319,14866,7,0,6525222,1.4194,0.928,6.4666,self_employed,metro,1
21,20186,675,1711976,10889,6,25,9033968,2.0472,0.1895,7.0675,self_employed,metro,0
31,36953,743,5300744,13237,30,26,9746629,1.4612,0.5439,11.9538,self_employed,non_metro,1
30,193934,634,1566019,25062,23,20,4058513,0.1959,0.3859,0.6729,salaried,non_metro,1
31,45870,634,6532376,21468,24,21,9939783,1.6288,0.6572,11.8676,self_employed,non_metro,0
28,175091,644,880511,3622,13,26,7433328,0.0741,0.1185,0.4191,self_employed,metro,0
50,126840,828,6250369,2962,20,14,7833287,0.451,0.7979,4.1065,salaried,non_metro,1
64,218771,778,1598635,17706,17,8,4943053,0.1488,0.3234,0.6089,salaried,non_metro,1
22,164955,614,6772559,36261,20,7,9716433,0.5761,0.697,3.4214,salaried,non_metro,1
22,181300,768,6225658,4263,5,27,7596187,0.728,0.8196,2.8616,salaried,metro,0
47,176934,836,7327507,24379,10,29,9113334,0.6513,0.804,3.4511,salaried,non_metro,1
28,28034,740,5077479,13518,14,23,8382114,2.3295,0.6058,15.0932,self_employed,metro,0
64,143822,704,2267803,32645,21,4,3936327,0.3614,0.5761,1.314,salaried,metro,1
25,66495,843,7728641,17423,9,15,8274769,1.8055,0.934,9.6857,self_employed,metro,1
41,108796,736,1882106,22758,21,25,9272415,0.3566,0.203,1.4416,self_employed,non_metro,1
59,135669,616,2438059,38125,11,30,7131783,0.491,0.3419,1.4976,salaried,non_metro,0
28,232400,623,2769182,36822,20,26,3366416,0.2618,0.8226,0.993,self_employed,metro,1
38,121633,740,5412368,32389,25,24,9126764,0.6246,0.593,3.7081,salaried,metro,1
64,139184,818,814812,32134,23,19,9948718,0.2792,0.0819,0.4879,salaried,metro,1
23,80668,636,2048457,2536,24,0,9621652,0.2384,0.2129,2.1161,self_employed,non_metro,0
51,211016,822,3950291,5049,24,20,7730991,0.1765,0.511,1.56,self_employed,metro,1
50,110787,714,7484139,8453,12,30,9850213,0.8262,0.7598,5.6295,salaried,metro,0
51,135782,772,5410904,21617,9,8,8546873,0.6884,0.6331,3.3208,salaried,metro,1
27,236538,664,4833387,28547,10,15,4946158,0.374,0.9772,1.7028,salaried,non_metro,1
39,205339,654,6874225,27791,21,27,8814544,0.4206,0.7799,2.7898,self_employed,metro,1
40,128601,761,5516145,32943,17,17,8128094,0.6543,0.6787,3.5745,salaried,metro,1
35,192937,606,4281161,4996,6,7,9204731,0.4204,0.4651,1.8491,salaried,non_metro,1
59,180662,710,4052740,27319,20,13,5768511,0.3459,0.7026,1.8694,self_employed,metro,1
41,57736,778,3482350,36895,19,2,6423810,1.1731,0.5421,5.0263,salaried,non_metro,1
37,240861,666,1292507,14500,27,22,9924428,0.1025,0.1302,0.4472,salaried,non_metro,0
31,77226,695,1270115,16233,22,5,5201110,0.3481,0.2442,1.3706,self_employed,metro,0
61,246516,659,7640352,12292,22,18,7969531,0.3097,0.9587,2.5828,self_employed,metro,1
38,48085,663,2715962,25515,5,26,6555029,1.6894,0.4143,4.7069,self_employed,metro,1
56,242827,750,1613467,39056,29,6,6582626,0.2123,0.2451,0.5537,self_employed,non_metro,1
23,39681,708,878502,30297,27,23,6198846,0.9381,0.1417,1.8449,self_employed,non_metro,0
48,188650,760,7435986,37775,23,0,9197256,0.5259,0.8085,3.2847,self_employed,metro,0
27,107797,843,7500138,11931,15,6,8066059,0.7958,0.9298,5.798,self_employed,non_metro,1
36,122743,770,6641342,7492,9,21,6967695,0.7796,0.9532,4.509,salaried,metro,1
38,249951,756,2831197,20056,23,21,4138012,0.1738,0.6842,0.9439,salaried,non_metro,1
30,173573,808,1308955,12350,13,29,4244556,0.1512,0.3084,0.6284,self_employed,non_metro,1
26,215011,708,820304,26430,7,30,7227435,0.1833,0.1135,0.3179,salaried,non_metro,1
38,70020,634,1154756,39928,24,22,2499444,0.7047,0.462,1.3743,self_employed,metro,0
22,38094,742,1440885,26848,13,23,8690005,1.1062,0.1658,3.152,self_employed,metro,0
52,171464,703,3981140,28061,6,21,7587235,0.5764,0.5247,1.9349,self_employed,non_metro,1
61,110283,671,2294683,9826,14,23,2878128,0.3013,0.7973,1.7339,salaried,non_metro,1
48,244179,725,4744863,37005,29,21,8140566,0.3021,0.5829,1.6193,salaried,non_metro,0
58,165400,726,1700213,19135,27,23,8779407,0.1967,0.1937,0.8566,self_employed,non_metro,1
49,41642,770,531497,4761,19,9,1028523,0.2273,0.5168,1.0636,self_employed,non_metro,0
21,204555,728,2859281,1355,11,7,8812215,0.17,0.3245,1.1648,salaried,metro,1
26,99172,788,6374920,7583,15,27,8446740,0.7095,0.7547,5.3568,self_employed,non_metro,1
59,119583,637,7132796,31753,9,5,9962508,1.0576,0.716,4.9706,salaried,non_metro,1
55,140148,664,7270555,17168,6,8,8561055,1.0448,0.8493,4.3231,salaried,non_metro,0
56,109681,764,2389069,32434,20,14,9511825,0.4847,0.2512,1.8152,salaried,non_metro,1
31,34004,719,2563809,29282,11,30,7414724,1.7423,0.3458,6.2831,salaried,non_metro,0
59,47971,813,791472,16414,19,19,1051371,0.4883,0.7528,1.3749,salaried,non_metro,1
47,83212,791,7828375,63,21,22,9921466,0.8025,0.789,7.8398,salaried,metro,1
63,147805,809,6545744,28994,19,1,9581364,0.5883,0.6832,3.6905,salaried,non_metro,1
59,183451,621,2056241,16087,14,12,3353069,0.202,0.6132,0.9341,salaried,metro,1
24,178165,820,6318579,36649,8,21,8474590,0.7161,0.7456,2.9554,self_employed,non_metro,0
37,33686,664,7412453,12577,19,23,7839330,2.3217,0.9455,18.3371,salaried,metro,0
61,122654,667,7029798,26127,15,5,9422398,0.7774,0.7461,4.7762,salaried,metro,1
51,82893,723,508150,38564,17,30,3934684,0.5221,0.1291,0.5108,self_employed,metro,1
55,67180,635,5343722,35951,5,12,6951831,2.1671,0.7687,6.6286,salaried,metro,1
44,214339,681,1858121,38591,7,4,8718347,0.3173,0.2131,0.7224,salaried,non_metro,1
44,190669,841,3682983,13565,25,26,8613024,0.2267,0.4276,1.6097,salaried,metro,1
23,249493,608,3544741,37516,29,13,4099869,0.2604,0.8646,1.184,self_employed,metro,0
33,35964,677,5172296,27061,9,11,9408224,2.6623,0.5498,11.9849,salaried,metro,0
49,168696,675,611042,22425,6,3,1580048,0.1973,0.3867,0.3018,salaried,metro,0
23,248748,718,6735069,25954,24,18,6843829,0.325,0.9841,2.2563,self_employed,metro,1
28,82747,841,7782835,30125,11,20,9543799,1.4632,0.8155,7.838,self_employed,metro,0
48,240546,768,496251,10660,8,28,8012685,0.074,0.0619,0.1719,self_employed,non_metro,1
62,91809,734,6430873,6925,9,4,7656903,1.0056,0.8399,5.8372,self_employed,metro,0
23,163399,648,7399331,22159,16,23,8106140,0.5678,0.9128,3.7737,salaried,metro,1
56,63398,675,1228221,33867,23,10,6517371,0.6942,0.1885,1.6144,salaried,metro,1
65,167208,646,6905394,17184,25,0,7112085,0.4353,0.9709,3.4415,self_employed,non_metro,0
63,67549,777,3694154,25092,23,10,7750785,0.8232,0.4766,4.5574,self_employed,non_metro,1
57,95026,696,1565518,36220,11,23,9844973,0.5737,0.159,1.3729,salaried,metro,1
41,122494,726,3793335,33274,10,19,7741240,0.6556,0.49,2.5806,salaried,metro,1
42,158434,849,2245423,39834,7,14,3445786,0.4759,0.6516,1.1811,self_employed,metro,1
42,176396,614,6696249,37738,19,7,9816630,0.5501,0.6821,3.1635,salaried,non_metro,0
59,219645,604,834173,11096,8,16,4766710,0.1052,0.175,0.3165,salaried,metro,1
58,208021,733,627530,39693,6,7,3654088,0.2444,0.1717,0.2514,salaried,non_metro,1
62,189120,793,2621786,37180,14,24,7005026,0.338,0.3743,1.1553,self_employed,non_metro,1
42,196285,665,2237824,37136,19,10,5429914,0.2901,0.4121,0.9501,salaried,non_metro,1
26,45075,745,3242509,16791,26,10,6048371,0.9454,0.5361,5.9947,self_employed,non_metro,1
33,240546,768,2983616,33664,14,27,5824730,0.2665,0.5122,1.0336,salaried,metro,1
54,243970,789,7658149,26079,17,10,8799338,0.3983,0.8703,2.6158,self_employed,non_metro,1
44,248749,620,7154779,5553,24,1,8157642,0.2568,0.8771,2.3969,self_employed,metro,1
38,141123,623,4865582,27403,22,2,8763716,0.4832,0.5552,2.8731,salaried,non_metro,1
61,209528,804,5626672,7253,20,10,8825109,0.2677,0.6376,2.2378,self_employed,metro,1
45,21818,723,5366086,13039,22,5,8710429,2.6597,0.6161,20.4956,self_employed,non_metro,0
54,77108,666,7908994,32484,20,8,9371751,1.3114,0.8439,8.5475,salaried,non_metro,1
42,89387,694,5757502,18049,19,11,7175252,0.7722,0.8024,5.3676,salaried,metro,0
34,94349,723,2719567,37310,28,25,8133662,0.6206,0.3344,2.402,salaried,metro,1
44,130789,811,3009592,24686,24,1,4697109,0.3763,0.6407,1.9176,self_employed,metro,0
58,208415,614,6819803,324,17,23,7703219,0.3053,0.8853,2.7269,self_employed,non_metro,1
30,136957,803,894568,21266,13,0,9951316,0.2246,0.0899,0.5443,self_employed,metro,1
59,35885,760,4567280,1188,22,16,8457965,1.1002,0.54,10.6063,self_employed,metro,1
25,192209,666,3255740,12224,7,23,6976473,0.3318,0.4667,1.4115,self_employed,non_metro,1
49,50327,786,5203709,11786,29,22,8885033,1.0353,0.5857,8.6165,self_employed,metro,0
21,238679,640,6873811,32782,26,27,7799097,0.3667,0.8814,2.3999,salaried,metro,0
50,148477,717,7773226,29810,6,24,8327888,1.1315,0.9334,4.3628,salaried,metro,0
53,64417,666,527765,17919,22,2,9968531,0.3469,0.0529,0.6827,salaried,non_metro,1
36,47264,795,853996,38144,13,16,3912262,0.9988,0.2183,1.5057,self_employed,metro,1
53,120778,752,1048763,9733,30,9,9530673,0.1474,0.11,0.7236,salaried,metro,0
55,41058,759,7516121,22412,21,4,9231766,2.106,0.8142,15.2551,self_employed,metro,0
24,149182,753,5354673,10868,24,2,7709758,0.3654,0.6945,2.9911,self_employed,non_metro,1
65,28048,678,6825490,19701,10,5,9440626,3.7196,0.723,20.2792,self_employed,metro,0
39,104374,771,3739419,24225,16,10,9473256,0.5741,0.3947,2.9856,salaried,metro,0
34,128499,724,7172232,13030,23,29,8836728,0.5625,0.8116,4.6513,self_employed,non_metro,1
65,214048,679,4582957,29432,17,20,7035013,0.3363,0.6514,1.7842,self_employed,metro,0
61,40273,763,1990930,23761,14,7,9932813,1.0942,0.2004,4.1197,salaried,non_metro,1
48,76632,846,820453,269,13,22,2660863,0.1171,0.3083,0.8922,salaried,non_metro,1
22,176672,734,4397136,2235,21,14,8878308,0.2248,0.4953,2.0741,self_employed,metro,1
57,154014,673,3424686,26865,22,9,9359588,0.3609,0.3659,1.853,self_employed,metro,0
40,99108,692,1060576,5422,24,27,6966460,0.1419,0.1522,0.8918,self_employed,non_metro,1
65,98981,700,5817692,9775,20,17,8346936,0.6088,0.697,4.898,self_employed,metro,1
64,36913,715,4491265,1612,12,3,8529375,1.3943,0.5266,10.1393,salaried,non_metro,0
28,167576,682,2449177,5193,22,5,3858242,0.1535,0.6348,1.2179,self_employed,metro,1
24,211162,743,3345713,38423,14,4,9157028,0.3436,0.3654,1.3204,salaried,non_metro,1
29,159683,824,6976098,21691,17,16,7645926,0.5414,0.9124,3.6406,self_employed,metro,1
62,198239,625,6505353,28953,24,6,9555670,0.4135,0.6808,2.7346,salaried,metro,1
54,161614,788,5042122,18408,15,1,9995445,0.4211,0.5044,2.5999,salaried,non_metro,1
62,57136,819,1516347,21955,10,16,4208010,0.7133,0.3603,2.2116,self_employed,non_metro,1
34,58734,697,2249728,14421,10,26,4971268,0.7204,0.4525,3.192,self_employed,non_metro,0
61,70693,686,539477,20200,5,1,5786896,0.4423,0.0932,0.6359,self_employed,non_metro,0
41,31936,646,5766212,31412,11,0,7318934,3.0936,0.7878,15.0463,salaried,non_metro,1
29,52340,680,1197716,8928,7,30,7920061,0.533,0.1512,1.9069,salaried,non_metro,0
21,175148,688,708768,12123,26,19,6359500,0.1014,0.1115,0.3372,salaried,metro,1
39,201696,678,1603711,13380,30,13,2436476,0.1275,0.6582,0.6626,self_employed,metro,1
62,67190,731,6530142,20035,8,25,9610455,1.6969,0.6795,8.0991,self_employed,metro,1
52,83851,617,4179882,23476,15,10,5020518,0.7709,0.8326,4.1541,self_employed,non_metro,0
21,173225,761,4037967,1964,26,23,7082643,0.197,0.5701,1.9425,self_employed,non_metro,1
22,220070,630,2419769,1471,9,26,5348396,0.1527,0.4524,0.9163,salaried,non_metro,1
26,152613,647,651733,14757,23,0,2955978,0.132,0.2205,0.3559,self_employed,non_metro,0
34,210651,744,3081866,31588,27,0,3096232,0.2653,0.9954,1.2192,salaried,non_metro,0
28,223605,689,6707093,15562,24,2,8892589,0.3141,0.7542,2.4996,salaried,non_metro,1
22,163179,703,6552904,27998,10,17,6615899,0.6695,0.9905,3.3465,self_employed,non_metro,0
21,146510,820,1630932,8426,5,13,7986907,0.2859,0.2042,0.9277,salaried,metro,1
23,77867,748,3756615,39769,29,22,4741164,0.8845,0.7923,4.0203,self_employed,non_metro,0
36,152499,610,2229914,14320,25,13,5715915,0.2116,0.3901,1.2185,salaried,non_metro,1
21,165780,761,6839172,38047,21,12,8139896,0.5811,0.8402,3.4379,salaried,non_metro,1
